year,level,conference,author,title,isBest
2017,"A","FSE/ESEC","Austin T. Clements","The Scalable Commutativity Rule: Designing Scalable Software for Multicore Processors",false
2017,"A","FSE/ESEC","Benjamin Beurdouche","A Messy State of the Union: Taming the Composite State Machines of TLS",false
2017,"A","FSE/ESEC","Calvin Smith","Discovering relational specifications",true
2017,"A","FSE/ESEC","Dan Gopstein","Understanding misunderstandings in source code",true
2017,"A","FSE/ESEC","Michael Hilton","Trade-offs in continuous integration: assurance, security, and flexibility",true
2017,"A","FSE/ESEC","Sainyam Galhotra","Fairness testing: testing software for discrimination",true
2017,"A","FSE/ESEC","Tim Nelson","The power of \""why\"" and \""why not\"": enriching scenario exploration with provenance",true
2017,"A","FSE/ESEC","Tyler Sorensen","Cooperative kernels: GPU multitasking for blocking algorithms",true
2017,"A","FSE/ESEC","Yuchi Tian","Automatically diagnosing and repairing error handling bugs in C",true
2017,"A","FSE/ESEC","vamsi talla","Powering the Next Billion Devices with Wi-Fi",false
2017,"A","ICML","Chelsea Finn","Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks.",false
2017,"A","ICML","Jonas Gehring","Convolutional Sequence to Sequence Learning.",false
2017,"A","ICML","Martín Arjovsky","Wasserstein Generative Adversarial Networks.",false
2017,"A","ICML","Pang Wei Koh","Understanding Black-box Predictions via Influence Functions.",true
2017,"A","ICSE","August Shi","Optimizing test placement for module-level regression testing.",true
2017,"A","ICSE","Benjamin Floyd","Decoding the representation of code in the brain: an fMRI study of code review and expertise.",true
2017,"A","ICSE","Davy Landman","Challenges for static analysis of Java reflection: literature review and empirical study.",true
2017,"A","ICSE","José Miguel Rojas","Code defenders: crowdsourcing effective tests and subtle mutants with a mutation testing game.",true
2017,"A","ICSE","Nikolaos Tsantalis","Clone refactoring with lambda expressions.",true
2017,"A","ICSE","Rashina Hoda","Becoming agile: a grounded theory of agile transitions in practice.",true
2017,"A","ICSE","Reudismam Rolim de Sousa","Learning Syntactic Program Transformations from Examples.",false
2017,"A","ICSE","Spencer Pearson","Evaluating and improving fault localization.",false
2017,"A","ICSE","Yingfei Xiong","Precise Condition Synthesis for Program Repair.",false
2017,"A","IJCAI","Aviv Tamar","Value Iteration Networks.",false
2017,"A","IJCAI","Mark Kaminski","Foundations of Declarative Data Analysis Using Limit Datalog Programs.",true
2017,"A","IJCAI","Wei Li","Person Re-Identification by Deep Joint Learning of Multi-Loss Classification.",false
2017,"A","IJCAI","Zhi-Hua Zhou","Deep Forest: Towards An Alternative to Deep Neural Networks.",false
2017,"A","INFOCOM","Haisheng Tan","Online job dispatching and scheduling in edge-clouds.",false
2017,"A","INFOCOM","Konstantinos Poularakis","One step at a time: Optimizing SDN upgrades in ISP networks.",true
2017,"A","INFOCOM","Vincenzo Sciancalepore","Mobile traffic forecasting for maximizing 5G network slicing resource utilization.",false
2017,"A","INFOCOM","Xu Zheng","Location-privacy-aware review publication mechanism for local business service systems.",false
2017,"A","KDD","Leonardo Filipe Rodrigues Ribeiro","struc2vec: Learning Node Representations from Structural Identity.",false
2017,"A","KDD","Sam Corbett-Davies","Algorithmic decision making and the cost of fairness.",false
2017,"A","KDD","Yuxiao Dong","metapath2vec: Scalable Representation Learning for Heterogeneous Networks.",false
2017,"A","KDD",,"Accelerating Innovation Through Analogy Mining.",true
2017,"A","MOBICOM","Huan Feng","Continuous Authentication for Voice Assistants.",false
2017,"A","MOBICOM","Xenofon Foukas","Orion: RAN Slicing for a Flexible and Cost-Effective Multi-Service Mobile Network Architecture.",false
2017,"A","MOBICOM","Zhijun Li","WEBee: Physical-Layer Cross-Technology Communication via Emulation.",true
2017,"A","PLDI","Amanieu D'Antras","Low overhead dynamic binary translation on ARM.",true
2017,"A","PLDI","Andreas Haas","Bringing the web up to speed with WebAssembly.",true
2017,"A","PLDI","Luke Maurer","Compiling without continuations.",true
2017,"A","PLDI","Ori Lahav","Repairing sequential consistency in C/C++11.",true
2017,"A","PLDI","Osbert Bastani","Synthesizing Program Input Grammars.",false
2017,"A","S&P","Karthikeyan Bhargavan","Verified Models and Reference Implementations for the TLS 1.3 Standard Candidate.",true
2017,"A","S&P","Nicholas Carlini","Towards Evaluating the Robustness of Neural Networks.",false
2017,"A","S&P","Payman Mohassel","SecureML: A System for Scalable Privacy-Preserving Machine Learning.",false
2017,"A","S&P","Reza Shokri","Membership Inference Attacks against Machine Learning Models.",false
2017,"A","SIGCOMM","Adam Langley","The QUIC Transport Protocol: Design and Internet-Scale Deployment",false
2017,"A","SIGCOMM","Hongzi Mao","Neural Adaptive Video Streaming with Pensieve.",false
2017,"A","SIGCOMM","Mark Handley","Re-architecting datacenter networks and stacks for low latency and high performance",true
2017,"A","SIGCOMM","Rui Miao","SilkRoad: Making Stateful Layer-4 Load Balancing Fast and Cheap Using Switching ASICs",false
2017,"A","SIGCOMM","Srinivas Narayana","Language-Directed Hardware Design for Network Performance Monitoring",true
2017,"A","SIGIR","Bob Goodwin","BitFunnel: Revisiting Signatures for Search",true
2017,"A","SIGIR","Jingzhou Liu","Deep Learning for Extreme Multi-label Text Classification",false
2017,"A","SIGIR","Jun Wang","IRGAN: A Minimax Game for Unifying Generative and Discriminative Information Retrieval Models",false
2017,"A","SIGIR","Xiangnan He","Neural Factorization Machines for Sparse Predictive Analytics",false
2017,"A","SIGMOD","Dana Van Aken","Automatic Database Management System Tuning Through Large-scale Machine Learning.",false
2017,"A","SIGMOD","Peter Bailis","MacroBase: Prioritizing Attention in Fast Data.",false
2017,"A","SIGMOD","Tien Tuan Anh Dinh","BLOCKBENCH: A Framework for Analyzing Private Blockchains.",false
2017,"A","SIGMOD","Wenfei Fan","Parallelizing Sequential Graph Computations.",true
2017,"A","SOSP","Cheng Tan","The Efficient Server Audit Problem, Deduplicated Re-execution, and the Web.",true
2017,"A","SOSP","Kexin Pei","DeepXplore: Automated Whitebox Testing of Deep Learning Systems.",true
2017,"A","SOSP","Xin Jin","NetCache: Balancing Key-Value Stores with Fast In-Network Caching.",false
2017,"A","SOSP","Yossi Gilad","Algorand: Scaling Byzantine Agreements for Cryptocurrencies.",false
2017,"A","STOC","Amnon Ta-Shma","Explicit, almost optimal, epsilon-balanced codes.",true
2017,"A","STOC","Cristian S. Calude","Deciding parity games in quasipolynomial time.",true
2017,"A","STOC","Moses Charikar","Learning from Untrusted Data.",false
2017,"A","STOC","Naman Agarwal","Finding approximate local minima faster than gradient descent.",false
2017,"A","STOC","Satoru Iwata","A weighted linear matroid parity algorithm.",true
2017,"A","STOC","Zeyuan Allen Zhu","Katyusha: the first direct acceleration of stochastic gradient methods.",false
2017,"A","VLDB","Alexander Ratner","Snorkel: rapid training data creation with weak supervision",false
2017,"A","VLDB","Daniel Deutch","Provenance for Natural Language Queries.",true
2017,"A","VLDB","Theodoros Rekatsinas","HoloClean: Holistic Data Repairs with Probabilistic Inference.",false
2017,"A","VLDB","Yudian Zheng","Truth Inference in Crowdsourcing: Is the Problem Solved?",false
2017,"B","ACSAC","Jianyu Jiang","Kakute: A Precise, Unified Information Flow Analysis System for Big-data Security.",true
2017,"B","ACSAC","Le Guan","Supporting Transparent Snapshot for Bare-metal Malware Analysis on Mobile Devices.",true
2017,"B","ACSAC","Lingwei Chen","SecureDroid: Enhancing Security of Machine Learning-based Detection against Adversarial Android Malware Attacks.",false
2017,"B","ACSAC","Wei Yang","Malware Detection in Adversarial Settings: Exploiting Feature Evolutions and Confusions in Android Apps.",false
2017,"B","ACSAC","Xiaoyu Cao","Mitigating Evasion Attacks to Deep Neural Networks via Region-based Classification.",false
2017,"B","CIKM","Jing Li","Neural Attentive Session-based Recommendation.",false
2017,"B","CIKM","Natali Ruchansky","CSI: A Hybrid Deep Model for Fake News Detection.",false
2017,"B","CIKM","Tao-Yang Fu","HIN2Vec: Explore Meta-paths in Heterogeneous Information Networks for Representation Learning.",false
2017,"B","CIKM","Yan Zhuang","Hike: A Hybrid Human-Machine Method for Entity Alignment in Large-Scale Knowledge Bases.",true
2017,"B","IMC","Arash Molavi Kakhki","Taking a long look at QUIC: an approach for rigorous evaluation of rapidly evolving transport protocols.",false
2017,"B","IMC","Johanna Amann","Mission accomplished?: HTTPS security after diginotar.",true
2017,"B","IMC","Qiao Zhang","High-resolution measurement of data center microbursts.",false
2017,"B","IMC","Savvas Zannettou","The Web Centipede: Understanding How Web Communities Influence Each Other Through the Lens of Mainstream and Alternative News Sources.",false
2017,"B","IMC","Shehroze Farooqi","Measuring and mitigating oauth access token abuse by collusion networks.",true
2017,"B","ISSTA","Bo Wang","Faster Mutation Analysis via Equivalence Modulo States.",true
2017,"B","ISSTA","Helge Spieker","Reinforcement learning for automatic test case prioritization and selection in continuous integration.",false
2017,"B","ISSTA","Jeongju Sohn","FLUCCS: using code and change metrics to improve fault localization.",false
2017,"B","ISSTA","Lisa Nguyen Quang Do","Just-in-time static analysis.",true
2017,"B","ISSTA","Qi Xin","Identifying test-suite-overfitted patches through test case generation.",false
2017,"B","ISSTA","Sonal Mahajan","Automated repair of layout cross browser issues using search-based techniques.",true
2017,"B","LCTES","Ben Taylor","Adaptive optimization for OpenCL programs on embedded heterogeneous systems.",false
2017,"B","LCTES","Chen Pan","A lightweight progress maximization scheduler for non-volatile processor under unstable energy harvesting.",false
2017,"B","LCTES","Min Zhang","Towards SMT-based LTL model checking of clock constraint specification language for real-time and embedded systems.",false
2017,"B","LCTES","Yi Wang","Towards memory-efficient processing-in-memory architecture for convolutional neural networks.",true
2017,"B","MobiSys","Aditya Virmani","Position and Orientation Agnostic Gesture Recognition Using WiFi.",false
2017,"B","MobiSys","Huynh Nguyen Loc","DeepMon: Mobile GPU-based Deep Learning Framework for Continuous Vision Applications.",false
2017,"B","MobiSys","Nirupam Roy","BackDoor: Making Microphones Hear Inaudible Sounds.",true
2017,"B","MobiSys","Saman Naderiparizi","Glimpse: A Programmable Early-Discard Camera Architecture for Continuous Mobile Vision.",true
2017,"B","MobiSys","Wenguang Mao","Indoor Follow Me Drone.",true
2017,"B","NOSSDAV","Ching-Ling Fan","Fixation Prediction for 360° Video Streaming in Head-Mounted Virtual Reality",false
2017,"B","NOSSDAV","Divyashri Bhat","Not so QUIC: A Performance Study of DASH over QUIC",false
2017,"B","NOSSDAV","Theodoros Karagkioules","A Comparative Case Study of HTTP Adaptive Streaming Algorithms in Mobile Networks.",true
2017,"B","NSDI","Deepak Vasisht","FarmBeats: An IoT Platform for Data-Driven Agriculture.",false
2017,"B","NSDI","Muhammad Asim Jamshed","mOS: A Reusable Networking Stack for Flow Monitoring Middleboxes.",true
2017,"B","NSDI","Omid Alipourfard","CherryPick: Adaptively Unearthing the Best Cloud Configurations for Big Data Analytics.",false
2017,"B","NSDI","Wenting Zheng","Opaque: An Oblivious and Encrypted Distributed Analytics Platform.",false
2017,"B","PODS","Behzad Golshan","Data Integration: After the Teenage Years.",false
2017,"B","PODS","Michael Benedikt","Benchmarking the Chase.",false
2017,"B","PODS","Paris C. Kanellakis","Constraint query languages",false
2017,"B","SIGMETRICS","Giuliano Casale","Accelerating Performance Inference over Closed Systems by Asymptotic Methods.",true
2017,"B","SIGMETRICS","Kevin K. Chang","Understanding Reduced-Voltage Operation in Modern DRAM Devices: Experimental Characterization, Analysis, and Mechanisms.",false
2017,"B","SIGMETRICS","Prateek Sharma","Portfolio-driven Resource Management for Transient Cloud Servers.",false
2017,"B","SIGMETRICS","Shaileshh Bojja Venkatakrishnan","Dandelion: Redesigning the Bitcoin Network for Anonymity.",false
2017,"B","SOCC","Eric Jonas","Occupy the Cloud: Distributed Computing for the 99%.",true
2017,"B","SOCC","Haoyu Zhang","SLAQ: quality-driven scheduling for distributed machine learning.",true
2017,"B","SOCC","Neeraja J. Yadwadkar","Selecting the best VM across multiple public clouds: a data-driven performance modeling approach.",false
2017,"B","SOCC","Yuqing Zhu","BestConfig: tapping the performance potential of systems via automatic configuration tuning.",false
2017,"B","SODA","Alexandr Andoni","Optimal hashing-based time-space trade-offs for approximate near neighbors",false
2017,"B","SODA","Kexin Pei","DeepXplore: Automated Whitebox Testing of Deep Learning Systems.",false
2017,"B","SODA","Sergio Cabello","Subquadratic Algorithms for the Diameter and the Sum of Pairwise Distances in Planar Graphs.",true
2017,"B","SODA","Themis Palpanas","Front Matter.",false
2017,"B","UIST","Biplab Deka","Rico: A Mobile App Dataset for Building Data-Driven Design Applications.",false
2017,"B","UIST","Dingzeyu Li","AirCode: Unobtrusive Physical Tags for Digital Fabrication.",true
2017,"B","UIST","Inrak Choi","Grabity: A Wearable Haptic Interface for Simulating Weight and Grasping in Virtual Reality.",true
2017,"B","UIST","Maxime Cordeil","ImAxes: Immersive Axes as Embodied Affordances for Interactive Multivariate Data Visualisation.",false
2017,"B","UIST","Nora S. Willett","Triggering Artwork Swaps for Live Animation.",true
2016,"A","AAAI","Iulian Vlad Serban","Building End-To-End Dialogue Systems Using Generative Hierarchical Neural Network Models",false
2016,"A","AAAI","Robert C. Holte","Bidirectional Search That Is Guaranteed to Meet in the Middle.",true
2016,"A","AAAI","Yoon Kim","Character-Aware Neural Language Models.",false
2016,"A","AAAI","hado van hasselt","Deep Reinforcement Learning with Double Q-learning",false
2016,"A","CCS","Arthur Gervais","On the Security and Performance of Proof of Work Blockchains.",false
2016,"A","CCS","Loi Luu","Making Smart Contracts Smarter.",false
2016,"A","CCS","Martín Abadi","Deep Learning with Differential Privacy.",false
2016,"A","CCS","Xiao Han","PhishEye: Live Monitoring of Sandboxed Phishing Kits.",true
2016,"A","CHI","Andrew Spielberg","RapID: A Framework for Fabricating Low-Latency Interactive Objects with RFID Tags.",true
2016,"A","CHI","Antti Oulasvirta","HCI Research as Problem-Solving.",true
